chromosome	left	right	locus_tag	gene_name	strand	feature	completeness	name	offset	type
NC_002516.2	5442303	5442774	control	control	+	gene	complete	808_PA4847_Ctrl_122	122	control
NC_002516.2	5446178	5447444	control	control	+	gene	complete	571_PA4851_Ctrl_23	23	control
NC_002516.2	5459449	5460529	control	control	+	gene	complete	989_PA4860_Ctrl_33	33	control
NC_002516.2	5463606	5463909	control	control	+	gene	complete	774_PA4865_Ctrl_164	164	control
NC_002516.2	5471625	5472042	control	control	-	gene	complete	908_PA4874_Ctrl_69	69	control
NC_002516.2	5477753	5478095	control	control	+	gene	complete	60_PA4881_Ctrl_113	113	control
NC_002516.2	5479640	5480264	control	control	-	gene	complete	222_PA4884_Ctrl_46	46	control
NC_002516.2	5486355	5486985	control	control	+	gene	complete	495_PA4890_Ctrl_99	99	control
NC_002516.2	5488396	5489011	control	control	+	gene	complete	327_PA4893_Ctrl_1	1	control
NC_002516.2	5488396	5489011	control	control	+	gene	complete	341_PA4893_Ctrl_40	40	control
NC_002516.2	5501337	5502672	control	control	-	gene	complete	669_PA4903_Ctrl_120	120	control
NC_002516.2	5508681	5509554	control	control	-	gene	complete	447_PA4910_Ctrl_76	76	control
NC_002516.2	5508681	5509554	control	control	-	gene	complete	806_PA4910_Ctrl_16	16	control
NC_002516.2	5509550	5510828	control	control	-	gene	complete	68_PA4911_Ctrl_40	40	control
NC_002516.2	5521663	5522110	control	control	-	gene	complete	468_PA4922_Ctrl_82	82	control
NC_002516.2	5524969	5525905	control	control	-	gene	complete	922_PA4926_Ctrl_49	49	control
NC_002516.2	5533016	5534093	control	control	-	gene	complete	838_PA4930_Ctrl_54	54	control
NC_002516.2	5555161	5556247	control	control	+	gene	complete	567_PA4950_Ctrl_46	46	control
NC_002516.2	5559020	5559872	control	control	-	gene	complete	319_PA4954_Ctrl_81	81	control
NC_002516.2	5560012	5561524	control	control	+	gene	complete	406_PA4955_Ctrl_49	49	control
NC_002516.2	5569089	5570628	control	control	+	gene	complete	114_PA4961_Ctrl_86	86	control
NC_002516.2	5576027	5577917	control	control	-	gene	complete	415_PA4967_Ctrl_105	105	control
NC_002516.2	5584100	5585549	control	control	+	gene	complete	987_PA4974_Ctrl_70	70	control
NC_002516.2	5595278	5597531	control	control	-	gene	complete	230_PA4982_Ctrl_34	34	control
NC_002516.2	5615651	5616302	control	control	+	gene	complete	844_PA4998_Ctrl_21	21	control
NC_002516.2	5616309	5617515	control	control	+	gene	complete	579_PA4999_Ctrl_17	17	control
NC_002516.2	5618578	5619535	control	control	-	gene	complete	593_PA5001_Ctrl_91	91	control
NC_002516.2	5619607	5621026	control	control	-	gene	complete	267_PA5002_Ctrl_127	127	control
NC_002516.2	5621029	5621926	control	control	-	gene	complete	173_PA5003_Ctrl_103	103	control
NC_002516.2	5627864	5628671	control	control	-	gene	complete	747_PA5009_Ctrl_91	91	control
NC_002516.2	5659275	5660181	control	control	-	gene	complete	48_PA5029_Ctrl_73	73	control
NC_002516.2	5660356	5661673	control	control	+	gene	complete	876_PA5030_Ctrl_21	21	control
NC_002516.2	5662741	5663815	control	control	+	gene	complete	120_PA5032_Ctrl_9	9	control
NC_002516.2	5666233	5667667	control	control	-	gene	complete	885_PA5035_Ctrl_70	70	control
NC_002516.2	5675713	5677858	control	control	-	gene	complete	104_PA5040_Ctrl_104	104	control
NC_002516.2	5678432	5679056	control	control	-	gene	complete	324_PA5042_Ctrl_58	58	control
NC_002516.2	5691761	5692457	control	control	+	gene	complete	684_PA5052_Ctrl_1	1	control
NC_002516.2	5693137	5694481	control	control	+	gene	complete	9_PA5054_Ctrl_83	83	control
NC_002516.2	5697197	5698055	control	control	+	gene	complete	884_PA5057_Ctrl_7	7	control
NC_002516.2	5702257	5702533	control	control	-	gene	complete	123_PA5062_Ctrl_48	48	control
NC_002516.2	5706551	5706800	control	control	+	gene	complete	706_PA5068_Ctrl_68	68	control
NC_002516.2	5711476	5712211	control	control	-	gene	complete	202_PA5074_Ctrl_19	19	control
NC_002516.2	5712203	5713166	control	control	-	gene	complete	634_PA5075_Ctrl_6	6	control
NC_002516.2	5716847	5718425	control	control	-	gene	complete	2_PA5078_Ctrl_90	90	control
NC_002516.2	5721891	5722242	control	control	-	gene	complete	142_PA5083_Ctrl_8	8	control
NC_002516.2	5727238	5729476	control	control	-	gene	complete	491_PA5089_Ctrl_104	104	control
NC_002516.2	5748012	5748603	control	control	-	gene	complete	359_PA5104_Ctrl_103	103	control
NC_002516.2	5748599	5749352	control	control	-	gene	complete	169_PA5105_Ctrl_56	56	control
NC_002516.2	5749452	5750814	control	control	+	gene	complete	1_PA5106_Ctrl_60	60	control
NC_002516.2	5749452	5750814	control	control	+	gene	complete	691_PA5106_Ctrl_37	37	control
NC_002516.2	5770936	5771458	control	control	+	gene	complete	898_PA5122_Ctrl_2	2	control
NC_002516.2	5773376	5774807	control	control	+	gene	complete	200_PA5125_Ctrl_113	113	control
NC_002516.2	5775619	5776087	control	control	-	gene	complete	299_PA5126_Ctrl_64	64	control
NC_002516.2	5783587	5784361	control	control	+	gene	complete	313_PA5135_Ctrl_132	132	control
NC_002516.2	5801314	5802067	control	control	+	gene	complete	69_PA5153_Ctrl_95	95	control
NC_002516.2	5802820	5803513	control	control	+	gene	complete	138_PA5155_Ctrl_24	24	control
NC_002516.2	5805679	5807158	control	control	+	gene	complete	465_PA5158_Ctrl_31	31	control
NC_002516.2	5809969	5810045	control	control	+	gene	complete	738_PA5160.1_Ctrl_6	6	control
NC_002516.2	5828085	5828907	control	control	-	gene	complete	425_PA5175_Ctrl_102	102	control
NC_002516.2	5835081	5835480	control	control	-	gene	complete	459_PA5181.1_Ctrl_149	149	control
NC_002516.2	5835379	5835895	control	control	+	gene	complete	483_PA5182_Ctrl_14	14	control
NC_002516.2	5836469	5836685	control	control	-	gene	complete	563_PA5183a_Ctrl_68	68	control
NC_002516.2	5839104	5840895	control	control	-	gene	complete	235_PA5187_Ctrl_237	237	control
NC_002516.2	5852652	5853396	control	control	-	gene	complete	8_PA5200_Ctrl_70	70	control
NC_002516.2	5859792	5860494	control	control	+	gene	complete	3_PA5205_Ctrl_109	109	control
NC_002516.2	5860466	5861621	control	control	-	gene	complete	632_PA5206_Ctrl_5	5	control
NC_002516.2	5871666	5872749	control	control	-	gene	complete	720_PA5215_Ctrl_112	112	control
NC_002516.2	5874586	5875585	control	control	-	gene	complete	164_PA5217_Ctrl_63	63	control
NC_002516.2	5883022	5883577	control	control	-	gene	complete	941_PA5225_Ctrl_6	6	control
NC_002516.2	5883663	5883975	control	control	+	gene	complete	289_PA5226_Ctrl_76	76	control
NC_002516.2	5884319	5884502	control	control	+	gene	complete	129_PA5227.1_Ctrl_68	68	control
NC_002516.2	5898864	5900124	control	control	-	gene	complete	361_PA5239_Ctrl_67	67	control
NC_002516.2	5911261	5912020	control	control	-	gene	complete	348_PA5250_Ctrl_40	40	control
NC_002516.2	5917679	5918171	control	control	-	gene	complete	155_PA5256_Ctrl_79	79	control
NC_002516.2	5917679	5918171	control	control	-	gene	complete	332_PA5256_Ctrl_31	31	control
NC_002516.2	5917679	5918171	control	control	-	gene	complete	523_PA5256_Ctrl_57	57	control
NC_002516.2	5919584	5920715	control	control	-	gene	complete	453_PA5258_Ctrl_20	20	control
NC_002516.2	5919584	5920715	control	control	-	gene	complete	992_PA5258_Ctrl_68	68	control
NC_002516.2	5926133	5927105	control	control	-	gene	complete	269_PA5264_Ctrl_195	195	control
NC_002516.2	5927335	5930605	control	control	-	gene	complete	641_PA5265_Ctrl_13	13	control
NC_002516.2	5934769	5935045	control	control	+	gene	complete	853_PA5269_Ctrl_1	1	control
NC_002516.2	5941335	5941476	control	control	+	gene	complete	337_PA5276_Ctrl_79	79	control
NC_002516.2	5944326	5945238	control	control	+	gene	complete	596_PA5280_Ctrl_59	59	control
NC_002516.2	5944326	5945238	control	control	+	gene	complete	927_PA5280_Ctrl_59	59	control
NC_002516.2	5947294	5948671	control	control	+	gene	complete	134_PA5283_Ctrl_78	78	control
NC_002516.2	5950428	5950854	control	control	-	gene	complete	474_PA5286_Ctrl_38	38	control
NC_002516.2	5951114	5952443	control	control	-	gene	complete	149_PA5287_Ctrl_53	53	control
NC_002516.2	5951114	5952443	control	control	-	gene	complete	449_PA5287_Ctrl_102	102	control
NC_002516.2	5951114	5952443	control	control	-	gene	complete	869_PA5287_Ctrl_53	53	control
NC_002516.2	5977122	5977611	control	control	+	gene	complete	312_PA5308_Ctrl_150	150	control
NC_002516.2	5977788	5979108	control	control	+	gene	complete	147_PA5309_Ctrl_62	62	control
NC_002516.2	5980786	5981950	control	control	-	gene	complete	735_PA5311_Ctrl_135	135	control
NC_002516.2	5988080	5988629	control	control	+	gene	complete	809_PA5318_Ctrl_51	51	control
NC_002516.2	6010257	6011058	control	control	-	gene	complete	190_PA5342_Ctrl_9	9	control
NC_002516.2	6012046	6012979	control	control	+	gene	complete	542_PA5344_Ctrl_60	60	control
NC_002516.2	6015140	6016550	control	control	+	gene	complete	355_PA5346_Ctrl_17	17	control
NC_002516.2	6016621	6017014	control	control	-	gene	complete	242_PA5347_Ctrl_45	45	control
NC_002516.2	6017149	6017422	control	control	-	gene	complete	742_PA5348_Ctrl_11	11	control
NC_002516.2	6028975	6030316	control	control	+	gene	complete	752_PA5362_Ctrl_75	75	control
NC_002516.2	6030350	6031250	control	control	-	gene	complete	724_PA5363_Ctrl_102	102	control
NC_002516.2	6032386	6033115	control	control	-	gene	complete	522_PA5365_Ctrl_24	24	control
NC_002516.2	6033210	6034044	control	control	-	gene	complete	178_PA5366_Ctrl_18	18	control
NC_002516.2	6049184	6050657	control	control	-	gene	complete	103_PA5373_Ctrl_6	6	control
NC_002516.2	6059822	6060200	control	control	-	gene	complete	480_PA5381_Ctrl_30	30	control
NC_002516.2	6063882	6064848	control	control	-	gene	complete	270_PA5386_Ctrl_6	6	control
NC_002516.2	6069843	6070266	control	control	-	gene	complete	175_PA5392_Ctrl_5	5	control
NC_002516.2	6081391	6082165	control	control	+	gene	complete	679_PA5401_Ctrl_86	86	control
NC_002516.2	6104188	6104737	control	control	-	gene	complete	975_PA5423_Ctrl_7	7	control
NC_002516.2	6109259	6110684	control	control	+	gene	complete	967_PA5429_Ctrl_111	111	control
NC_002516.2	6111047	6112262	control	control	-	gene	complete	461_PA5430_Ctrl_112	112	control
NC_002516.2	6114359	6115034	control	control	+	gene	complete	472_PA5433_Ctrl_52	52	control
NC_002516.2	6119960	6120896	control	control	+	gene	complete	153_PA5437_Ctrl_59	59	control
NC_002516.2	6122138	6123605	control	control	+	gene	complete	375_PA5439_Ctrl_105	105	control
NC_002516.2	6131087	6133274	control	control	+	gene	complete	825_PA5443_Ctrl_35	35	control
NC_002516.2	6135708	6135912	control	control	+	gene	complete	71_PA5446_Ctrl_102	102	control
NC_002516.2	6135967	6137113	control	control	-	gene	complete	541_PA5447_Ctrl_27	27	control
NC_002516.2	6145398	6147027	control	control	+	gene	complete	293_PA5455_Ctrl_87	87	control
NC_002516.2	6149178	6150321	control	control	+	gene	complete	33_PA5458_Ctrl_50	50	control
NC_002516.2	6150314	6151151	control	control	+	gene	complete	39_PA5459_Ctrl_90	90	control
NC_002516.2	6154783	6155203	control	control	-	gene	complete	587_PA5465_Ctrl_28	28	control
NC_002516.2	6158178	6158943	control	control	+	gene	complete	477_PA5469_Ctrl_254	254	control
NC_002516.2	6167782	6168823	control	control	+	gene	complete	549_PA5477_Ctrl_1	1	control
NC_002516.2	6172222	6172690	control	control	-	gene	complete	241_PA5481_Ctrl_19	19	control
NC_002516.2	6172711	6172873	control	control	-	gene	complete	851_PA5482_Ctrl_100	100	control
NC_002516.2	6176515	6177295	control	control	-	gene	complete	862_PA5485_Ctrl_30	30	control
NC_002516.2	6180941	6181577	control	control	-	gene	complete	408_PA5489_Ctrl_10	10	control
NC_002516.2	6181744	6182350	control	control	-	gene	complete	666_PA5490_Ctrl_33	33	control
NC_002516.2	6182395	6182689	control	control	-	gene	complete	811_PA5491_Ctrl_67	67	control
NC_002516.2	6192681	6193491	control	control	+	gene	complete	883_PA5500_Ctrl_137	137	control
NC_002516.2	6201735	6203085	control	control	+	gene	complete	43_PA5510_Ctrl_42	42	control
NC_002516.2	6213580	6214339	control	control	-	gene	complete	971_PA5521_Ctrl_60	60	control
NC_002516.2	6215802	6217155	control	control	-	gene	complete	5_PA5523_Ctrl_66	66	control
NC_002516.2	6229457	6229862	control	control	-	gene	complete	139_PA5536_Ctrl_152	152	control
NC_002516.2	6230368	6231562	control	control	-	gene	complete	363_PA5538_Ctrl_85	85	control
NC_002516.2	6231661	6232558	control	control	+	gene	complete	75_PA5539_Ctrl_89	89	control
NC_002516.2	6234499	6235744	control	control	-	gene	complete	344_PA5542_Ctrl_69	69	control
NC_002516.2	6239447	6240632	control	control	-	gene	complete	686_PA5546_Ctrl_121	121	control
NC_002516.2	6240869	6241493	control	control	+	gene	complete	236_PA5547_Ctrl_50	50	control
NC_002516.2	6250595	6252140	control	control	-	gene	complete	288_PA5556_Ctrl_93	93	control
NC_002516.2	6254971	6255844	control	control	-	gene	complete	93_PA5562_Ctrl_42	42	control
NC_002516.2	6257304	6259197	control	control	-	gene	complete	10_PA5565_Ctrl_10	10	control
NC_002516.2	6257304	6259197	control	control	-	gene	complete	810_PA5565_Ctrl_123	123	control
NC_002516.2	6261827	6263564	control	control	-	gene	complete	84_PA5568_Ctrl_89	89	control
NC_008463.1	482	2027	RS00005	dnaA	+	gene	complete	PA14_RS00005_dnaA_2	2	unknown
NC_008463.1	482	2027	RS00005	dnaA	+	gene	complete	PA14_RS00005_dnaA_42	42	unknown
NC_008463.1	482	2027	RS00005	dnaA	+	gene	complete	PA14_RS00005_dnaA_74	74	unknown
NC_008463.1	482	2027	RS00005	dnaA	+	gene	complete	PA14_RS00005_dnaA_101	101	unknown
NC_008463.1	2055	3159	RS00010	dnaN	+	gene	complete	PA14_RS00010_dnaN_2	2	unknown
NC_008463.1	2055	3159	RS00010	dnaN	+	gene	complete	PA14_RS00010_dnaN_29	29	unknown
NC_008463.1	2055	3159	RS00010	dnaN	+	gene	complete	PA14_RS00010_dnaN_56	56	unknown
NC_008463.1	2055	3159	RS00010	dnaN	+	gene	complete	PA14_RS00010_dnaN_85	85	unknown
NC_008463.1	4274	6695	RS00020	gyrB	+	gene	complete	PA14_RS00020_gyrB_32	32	unknown
NC_008463.1	4274	6695	RS00020	gyrB	+	gene	complete	PA14_RS00020_gyrB_62	62	unknown
NC_008463.1	4274	6695	RS00020	gyrB	+	gene	complete	PA14_RS00020_gyrB_98	98	unknown
NC_008463.1	4274	6695	RS00020	gyrB	+	gene	complete	PA14_RS00020_gyrB_120	120	unknown
NC_008463.1	7017	7791	RS00025	plsC	-	gene	complete	PA14_RS00025_plsC_18	18	unknown
NC_008463.1	7017	7791	RS00025	plsC	-	gene	complete	PA14_RS00025_plsC_51	51	unknown
NC_008463.1	7017	7791	RS00025	plsC	-	gene	complete	PA14_RS00025_plsC_75	75	unknown
NC_008463.1	7017	7791	RS00025	plsC	-	gene	complete	PA14_RS00025_plsC_95	95	unknown
NC_008463.1	7802	8339	RS00030	gmhB	-	gene	complete	PA14_RS00030_gmhB_6	6	unknown
NC_008463.1	7802	8339	RS00030	gmhB	-	gene	complete	PA14_RS00030_gmhB_28	28	unknown
NC_008463.1	7802	8339	RS00030	gmhB	-	gene	complete	PA14_RS00030_gmhB_54	54	unknown
NC_008463.1	7802	8339	RS00030	gmhB	-	gene	complete	PA14_RS00030_gmhB_88	88	unknown
NC_008463.1	10433	12488	RS00040	glyS	-	gene	complete	PA14_RS00040_glyS_9	9	unknown
NC_008463.1	10433	12488	RS00040	glyS	-	gene	complete	PA14_RS00040_glyS_36	36	unknown
NC_008463.1	10433	12488	RS00040	glyS	-	gene	complete	PA14_RS00040_glyS_57	57	unknown
NC_008463.1	10433	12488	RS00040	glyS	-	gene	complete	PA14_RS00040_glyS_78	78	unknown
NC_008463.1	12487	13435	RS00045	glyQ	-	gene	complete	PA14_RS00045_glyQ_7	7	unknown
NC_008463.1	12487	13435	RS00045	glyQ	-	gene	complete	PA14_RS00045_glyQ_30	30	unknown
NC_008463.1	12487	13435	RS00045	glyQ	-	gene	complete	PA14_RS00045_glyQ_95	95	unknown
NC_008463.1	12487	13435	RS00045	glyQ	-	gene	complete	PA14_RS00045_glyQ_117	117	unknown
NC_008463.1	20089	21034	RS00090	fmt	-	gene	complete	PA14_RS00090_fmt_7	7	unknown
NC_008463.1	20089	21034	RS00090	fmt	-	gene	complete	PA14_RS00090_fmt_30	30	unknown
NC_008463.1	20089	21034	RS00090	fmt	-	gene	complete	PA14_RS00090_fmt_51	51	unknown
NC_008463.1	20089	21034	RS00090	fmt	-	gene	complete	PA14_RS00090_fmt_78	78	unknown
NC_008463.1	21087	21594	RS00095	def	-	gene	complete	PA14_RS00095_def_6	6	unknown
NC_008463.1	21087	21594	RS00095	def	-	gene	complete	PA14_RS00095_def_29	29	unknown
NC_008463.1	21087	21594	RS00095	def	-	gene	complete	PA14_RS00095_def_88	88	unknown
NC_008463.1	21087	21594	RS00095	def	-	gene	complete	PA14_RS00095_def_114	114	unknown
NC_008463.1	24021	24579	RS00110	tsaC	+	gene	complete	PA14_RS00110_tsaC_35	35	unknown
NC_008463.1	24021	24579	RS00110	tsaC	+	gene	complete	PA14_RS00110_tsaC_65	65	unknown
NC_008463.1	24021	24579	RS00110	tsaC	+	gene	complete	PA14_RS00110_tsaC_102	102	unknown
NC_008463.1	24021	24579	RS00110	tsaC	+	gene	complete	PA14_RS00110_tsaC_151	151	unknown
NC_008463.1	25756	26674	RS00120	hemF	+	gene	complete	PA14_RS00120_hemF_2	2	unknown
NC_008463.1	25756	26674	RS00120	hemF	+	gene	complete	PA14_RS00120_hemF_36	36	unknown
NC_008463.1	25756	26674	RS00120	hemF	+	gene	complete	PA14_RS00120_hemF_68	68	unknown
NC_008463.1	25756	26674	RS00120	hemF	+	gene	complete	PA14_RS00120_hemF_101	101	unknown
NC_008463.1	26731	27556	RS00125	aroE	+	gene	complete	PA14_RS00125_aroE_31	31	unknown
NC_008463.1	26731	27556	RS00125	aroE	+	gene	complete	PA14_RS00125_aroE_52	52	unknown
NC_008463.1	26731	27556	RS00125	aroE	+	gene	complete	PA14_RS00125_aroE_83	83	unknown
NC_008463.1	26731	27556	RS00125	aroE	+	gene	complete	PA14_RS00125_aroE_118	118	unknown
NC_008463.1	37107	37914	RS00180	trpA	-	gene	complete	PA14_RS00180_trpA_7	7	unknown
NC_008463.1	37107	37914	RS00180	trpA	-	gene	complete	PA14_RS00180_trpA_27	27	unknown
NC_008463.1	37107	37914	RS00180	trpA	-	gene	complete	PA14_RS00180_trpA_51	51	unknown
NC_008463.1	37107	37914	RS00180	trpA	-	gene	complete	PA14_RS00180_trpA_75	75	unknown
NC_008463.1	37910	39119	RS00185	trpB	-	gene	complete	PA14_RS00185_trpB_9	9	unknown
NC_008463.1	37910	39119	RS00185	trpB	-	gene	complete	PA14_RS00185_trpB_30	30	unknown
NC_008463.1	37910	39119	RS00185	trpB	-	gene	complete	PA14_RS00185_trpB_69	69	unknown
NC_008463.1	37910	39119	RS00185	trpB	-	gene	complete	PA14_RS00185_trpB_97	97	unknown
NC_008463.1	369395	370625	RS01685	serA	-	gene	complete	PA14_RS01685_serA_12	12	unknown
NC_008463.1	369395	370625	RS01685	serA	-	gene	complete	PA14_RS01685_serA_40	40	unknown
NC_008463.1	369395	370625	RS01685	serA	-	gene	complete	PA14_RS01685_serA_61	61	unknown
NC_008463.1	369395	370625	RS01685	serA	-	gene	complete	PA14_RS01685_serA_87	87	unknown
NC_008463.1	385329	386001	RS01755	rpiA	-	gene	complete	PA14_RS01755_rpiA_7	7	unknown
NC_008463.1	385329	386001	RS01755	rpiA	-	gene	complete	PA14_RS01755_rpiA_39	39	unknown
NC_008463.1	385329	386001	RS01755	rpiA	-	gene	complete	PA14_RS01755_rpiA_59	59	unknown
NC_008463.1	385329	386001	RS01755	rpiA	-	gene	complete	PA14_RS01755_rpiA_102	102	unknown
NC_008463.1	391410	392064	RS01785	.	-	gene	complete	PA14_RS01785_-_42	42	unknown
